filename,fid,similarity_score
&quot;BCat Bites a Bit&quot; .wav,bd2dac7743622f9e5e2a1cb8fdd60755,0.5394706423594928
(Door) Porte entree.wav,00c62f9ab1799c436a9a3933b837a8d8,0.5236410529124365
", iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav",71d5e75ed3180cf9c79b596c2162a681,0.42876713312309356
00264 hill creek 1.wav,752bd52ddac63583f216128d10f25d55,0.5617233231206916
00294 harvest festival rumour 1.wav,afff54cda40640b2777bfb7c6f08a7dd,0.3829569546242841
002_78_rpm_vinyl_noise_44_16_lossless.wav,f01af6f9fca223b80668e25a6a76b8b9,0.7041148700831392
00332 lake beach 1.wav,524a80263e4934e8bd171f12435aab2f,0.45109177821145424
00523 trolley bus and city bus 1.wav,1672add7f85815fa76f7156e0e6e37e5,0.41245180933645925
00708 christmas background 1.wav,ab8c158bbb1cd26f313e11e99899a9a0,0.6064538625706112
008 War 2.wav,4d06bdbf82a636f14d4ed8166e2d0d15,0.7300841888251869
00_BRUSH.wav,b54e1efe516c694a2cd5cb0b8faef642,0.5082056178933442
01 car sequence.wav,a5c0329bdcfd999291db42dc9d881c56,0.40501170555235394
01 residential elevator with door open and close.wav,0e26e0ba510e69663eb3eec11f508fe7,0.4325107244812036
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav",ca50f970f591bc9adac35c1bdc12496d,0.49065558111827756
01-BikeDemo_Speaker.wav,f09ca0e134d70875834c76736364e6f2,0.37622479029283584
01-Osterport_WaitingHall.wav,41992d1d7dfb2535ff65a6a9dbe44e5f,0.3753804954809161
01-bottle-water-sparkle.wav,db5a32c6d3e570b6b5b8c6a06c6bea0f,0.5651718684999147
0111 Ambulance.wav,3e73eceaff67b765c4e33649562a86e7,0.5691894847872442
0112_032412 bubbling brook 1min 96k.wav,c519a391cbf3c85453103a50355ba0b6,0.3593513250479643
0168 Convenience_store.wav,94a68d667db662a960c9a6cc72d5a384,0.46101906070483945
02 Winchester street 1.wav,6270d840218d41d296865ae55605d763,0.4275799463775101
020220_00.wav,763d71d5d752c41cef1897606a5356e3,0.6864239695976095
0211_165814 tea prep.wav,866d7ef3249c71de5dbf5dc94669a9c8,0.5001651266208763
0221 Bar_terrace.wav,5bcdd698c8419aae57d483db19f0bd3a,0.5504805140225951
0224 Plaza_Mayor_escaleras.wav,c41401bb7a461c6a59f6fdfbaebf2cbb,0.4660310369131714
022_House_BackYardAmbient.wav,e3268c2d8ac8e7589052a98a36687442,0.44909043316758995
0241 Busy_street.wav,22baf6730992e060e339a25726d0fa7f,0.6321642832366912
02582 cinematic fat hits.wav,50a20a0699732b961ea63001a12126a4,0.50444944726843
02763 inside damaged chopper.wav,cd9a7f8b8efbb466b0c8cc09213b6da2,0.4809040869846592
02901 hurricane wind in suburb.wav,d81057a20a3b6c66cda03ef97c8f0c7a,0.5049187829986421
02paint_and_glass.wav,163370ed50cbaf07e458acdef03f5ed3,0.5037552986471527
03 Whales Slowing Down.wav,db90551f9ee04922c5c172b842506e19,0.4041050140647626
03-140210_1809.wav,ce09346a48118527cc1687105cd2d927,0.46399866350015967
03-Osterport_Platform_Calm_S-TrainDepart_Arrival.wav,5a8bb9c37fd3d441dc4f9942484a6875,0.4737354428544786
0327 Quiet_road_Naebang.wav,52d4c78a795105ef3303608826bfdbef,0.5753775417893524
0346 Traffic_at_Sindang.wav,9a4986d3fe1700975690db14aaef9be8,0.5340533036585218
04-Osterport_Platform_S-Train_Arrival.wav,4a03e350462c5a3c6ab7451160271702,0.6141475825226447
0400 Traffic_police.wav,b11cc8a684e518992da77f6a85a3047f,0.4327227385995762
0401 Traffic_light_sound.wav,a3623b8d3da937f69bb1eac84acc714a,0.6177133940785441
043015 Running water into bathtub 1.wav,498559790638ae0b04feed0e1125b232,0.5256912634478493
04638 heating bleeding valve.wav,d05dc0a2782c3baaa19f67febbf1fc6e,0.530639390564131
049-Oscar-Miauw.wav,90d57d37014da04e7ed4362b8ef4f504,0.5244012604150592
"04_Kirkenes_Round street crossing, quiet steps, car, birds, seagulls 1329.wav",95984aa125a1c442e596ecd514906f85,0.38068674821650056
05-Osterport_Platform_ThroughTrain.wav,76f790cd93a6c15f83656b3e4cb1ced5,0.4362903857628715
05669 approaching storm.wav,b06f5e504229381e45b39730ce0769b6,0.45367095343267283
05687 morning birds ambience.wav,9f93ae7e950737cd4f98840034497959,0.5355692013589576
05_Lanes_Island_Water_BoatPasses_48_24.wav,30df9d8493d908ff1d66318617fe5999,0.6383818795268223
06-Osterport_Platform_S-Train_Arrival_Departure.wav,0189c83b92a7a8320f0b1bd78f3ed113,0.349874486104833
0605door.wav,e91e63476ac0c9a6373481679cbdb99a,0.739467327506782
061226_fire_ms957.wav,4a2eed7ed21fa5d84d7018ad2c43c788,0.7244653364189249
06_Lanes_Island_Water_MotorInBG_48_24.wav,b8a66f9d662982306fa56360e709c1e7,0.30292147652828244
07-Bakken_Outside-Musichall.wav,1c08a11d53993b50606cd7d5f35b7615,0.5766503087739895
070821_flsp_trail02.wav,fd11a507ca42f0848b7fcdec5ded3eb0,0.6515796299668631
070821_flsp_trail03.wav,18854a633804f0a48c2cca2b8b35ed61,0.47273089224244197
071616 Metal lid drops.wav,e6b157124047203c77af145fc0c40969,0.6026630186868676
07_Lanes_Island_Ambient2_44_16.wav,43a37b76a9f4f2cbcc9661418da02ca9,0.4579433453726983
07_STRAM.wav,734c0be6f2b115cc3979d9186223c236,0.6095531944532211
08 - 333 con tren hotel Galicia-Madrid saliendo de Zamora  11-04-2011.wav,ac5deed7541bb3c43153fc36e4a6c6f4,0.2214533548205382
080101-042_pasa el tren.wav,0aab1c9e34d57d80d177e61656c816a8,0.6825561893524981
080101-iceskating-lake.wav,1a73b60d567196cb3095c92b5c8f82e6,0.411858851714776
0804_094043 metal grinding or drilling 30secs.wav,df2c8ddc1b50afb39e5872266f9e072f,0.5196159574288908
080808_26_Rain_Storm_Lighting_Road_Cars2.wav,22f96adb02c436cc7da81c1cb6874943,0.5527539464864322
080808_29_City_Traffic_Road_Bus.wav,34eb7cabc11bd21c2f8e3068bec0dd6c,0.5270947115859391
080809_03_Ri_pokretneStepeniceKlompeVentilacija.wav,1953ee52ea8563b6d5ead4f92c23c82e,0.28664982919717213
080909_03_machine_motor.wav,387de50c94d9e60bcdec5e7447dc3b6f,0.5138196344080188
080910_01_water_river.wav,d95a1a3743317b1253e843843028a3c2,0.6038098345190686
080912_00_grinder_wood.wav,2c1031ab86fce50bec81172b9ab44d5e,0.7593605700160647
080920_02_song_under_metal.wav,186280ce86f350c2a7d22ac0ccc5af89,0.5591876420755348
081019_02_machine_engine.wav,005daad641929bbf41a127a76cdd589a,0.49791197228253187
09 hn_handrail.wav,ac5ad4d77fee2ef0e3edbff17e9fd494,0.5874765759607015
"09-07-11_0732_Ribeira early morning, next to the river, ducks.wav",29b901c2934f870b97b21ab4034822a8,0.5438436237561591
09-07-11_0736_down on Ponte Dom Luis I.wav,05c2d0e3d0dbcdbe908ff16de7941281,0.46099400711217015
"09-07-14_2052_Matosinhos, grill of a fish restaurant.wav",c7cef482ff5ec2064f7362be55438d92,0.44562015504387353
"09-07-16_1757_Afurada, next to the water in the habour.wav",7253555b91114294f580fea189c5cf3c,0.5332457680210352
"09-07-16_1925_parking palacio de cristal, ventilation system.wav",807473c990a9240a1db0f8740e63d8b8,0.40529470528032335
09-Bakken_HydraulicSwing.wav,8c9c53149a4f0e791548fdfe2dd1f86f,0.6000566805499307
09091600_BeloHorizonte_BusTerminal.wav,2e445dce3f44864184c85848c50df928,0.3185536205746417
